window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
273.6802,275.6802,Moer,47,0.3045,2.9792,4.5120,2.2234,0.0000,0.0000,1.9391,0.4468,0
275.6802,277.6802,Moer,47,0.3304,3.0372,4.5120,3.2872,1.4938,0.0000,0.4683,1.0000,0
277.6802,279.6802,Moer,47,0.2176,2.9347,4.4142,3.5000,1.9615,0.0000,0.0000,1.0000,0
279.6802,281.6802,Moer,47,0.3070,2.9930,4.3683,3.2766,0.4645,0.0000,1.4939,0.9574,0
281.6802,283.6802,Moer,47,0.6906,3.3663,4.4577,2.0000,0.0000,0.0000,1.9709,0.2128,0
283.6802,285.6802,Moer,46,0.8672,3.5420,5.0681,2.3370,0.0000,0.0000,1.9497,1.0000,0
285.6802,287.6802,Moer,48,0.9428,3.6206,5.0681,1.5833,0.0000,0.0000,1.9818,0.3958,0
287.6802,289.6802,Moer,45,0.8461,3.5610,5.0723,2.7444,1.9494,0.0000,0.0000,0.8889,0
289.6802,291.6802,Moer,47,0.7738,3.4901,5.0756,4.3191,1.9535,0.0000,0.0000,1.0000,0
291.6802,293.6802,Moer,49,0.9008,3.5930,5.0606,5.9898,0.6988,0.0000,1.2482,1.0000,0
293.6802,295.6802,Moer,48,0.9195,3.6091,4.3405,8.0000,0.5562,0.0000,1.4162,1.0000,0
295.6802,297.6802,Moer,39,0.6529,3.3321,4.3405,8.2179,0.0829,0.0000,1.8523,1.0000,0
297.6802,299.6802,Moer,42,0.6788,3.3892,4.0403,8.4881,1.7378,0.0000,0.1885,0.7619,0
299.6802,301.6802,Moer,44,0.3235,3.0418,3.0795,7.7727,1.9619,0.0000,0.0000,0.0000,0
301.6802,303.6802,Moer,46,0.0399,2.7425,3.0795,8.8913,1.3149,0.0000,0.6440,0.1304,0
303.6802,305.6802,Moer,45,1.0468,3.7492,3.0939,5.5889,1.1025,0.0000,0.8243,0.3111,0
305.6802,307.6802,Moer,45,1.1347,3.8421,3.1054,5.0444,1.5696,0.0000,0.4215,0.2000,0
307.6802,309.6802,Moer,43,1.0026,3.7209,3.1054,5.3837,1.9158,0.0000,0.0000,0.0000,0
309.6802,311.6802,Moer,44,0.8693,3.5881,3.7684,4.3750,1.9609,0.0000,0.0000,0.0000,0
311.6802,313.6802,Moer,44,0.8148,3.5278,3.8939,3.0114,1.7069,0.0000,0.2648,0.0909,0
