window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
245.4007,247.4007,Misturar,49,-0.1397,3.1162,4.8303,13.7143,1.2585,0.0000,0.7023,1.0000,0
247.4007,249.4007,Misturar,42,0.0437,3.3132,4.4739,13.8214,1.8562,0.0000,0.1023,0.7619,0
249.4007,251.4007,Misturar,46,0.1030,3.3662,3.9497,11.9239,1.5789,0.0000,0.3782,0.1739,0
251.4007,253.4007,Misturar,47,0.2190,3.4783,3.9497,7.7340,1.3029,0.0000,0.6227,0.2979,0
253.4007,255.4007,Misturar,54,0.0284,3.3018,3.0038,3.6667,1.9596,0.0000,0.0000,0.2778,0
255.4007,257.4007,Misturar,56,-0.2157,3.0574,2.7888,0.8214,1.9603,0.0000,0.0000,0.0000,0
257.4007,259.4007,Misturar,56,0.1549,3.4279,3.6441,0.3571,1.9503,0.0000,0.0000,0.0000,0
259.4007,261.4007,Misturar,56,0.1750,3.4482,4.1192,4.0804,1.9611,0.0000,0.0000,0.7679,0
261.4007,263.4007,Misturar,52,0.2533,3.5189,4.3447,7.5962,1.6266,0.0000,0.3475,1.0000,0
263.4007,265.4007,Misturar,43,0.1499,3.4073,4.6077,9.7907,1.3137,0.0000,0.6264,1.0000,0
265.4007,267.4007,Misturar,45,0.1302,3.3877,4.6077,10.0000,1.0470,0.3892,0.5577,1.0000,0
267.4007,269.4007,Formar,45,-0.4478,2.7975,3.6457,9.5222,0.4232,0.7112,0.8151,0.5111,0
269.4007,271.4007,Formar,48,-0.7627,2.4697,3.4377,6.0104,0.0000,0.0000,1.9398,0.0833,0
271.4007,273.4007,Formar,49,-0.5764,2.6529,3.5184,2.9796,0.0000,0.0000,1.9573,0.0000,0
273.4007,275.4007,Formar,49,-0.6378,2.5916,3.7200,1.8367,0.0000,0.0000,1.9604,0.0000,0
275.4007,277.4007,Formar,48,-0.6607,2.5685,3.7200,4.6458,0.0000,0.0000,1.9514,0.0000,0
277.4007,279.4007,Formar,48,-0.6773,2.5618,4.5570,6.5000,0.4337,0.0000,1.5362,0.8125,0
279.4007,281.4007,Formar,46,-0.3936,2.8738,4.7502,6.5326,1.6901,0.0000,0.2720,1.0000,0
281.4007,283.4007,Formar,48,-0.6435,2.5993,4.4916,8.4479,0.7358,0.0000,1.2353,0.7292,0
283.4007,285.4007,Formar,47,0.1853,3.4143,3.7954,8.6277,0.0000,0.0000,1.9477,0.0000,0
285.4007,287.4007,Formar,47,0.1342,3.3656,3.7954,7.1809,0.0450,0.0465,1.8392,0.2553,0
287.4007,289.4007,Formar,44,-0.1339,3.1023,3.8291,5.0568,0.3661,0.0000,1.6168,0.2500,0
289.4007,291.4007,Formar,47,0.0923,3.3322,3.8432,7.0213,0.5096,0.0000,1.4370,0.1489,0
291.4007,293.4007,Formar,47,0.1698,3.3983,3.8637,6.9894,0.0000,0.0000,1.9257,0.1064,0
